Voyager2.UTCGregorian      Voyager2.SunMJ2000Eq.X    Voyager2.SunMJ2000Eq.Y    Voyager2.SunMJ2000Eq.Z    Voyager2.SunMJ2000Eq.VX   Voyager2.SunMJ2000Eq.VY   Voyager2.SunMJ2000Eq.VZ   
06 Apr 1992 15:31:34.000   1275589214.72453          -4507493803.201702        -2942672424.591696        4.538222691599538         -4.863721385356484        -14.98757872277982        
07 Apr 1992 15:31:34.000   1275981314.063683         -4507914015.596885        -2943967342.789982        4.538150895633327         -4.863417419039813        -14.9873795767918         
08 Apr 1992 15:31:34.000   1276373407.198528         -4508334201.736344        -2945262243.783424        4.538079073698124         -4.863113614349775        -14.98718046287797        
09 Apr 1992 15:31:34.000   1276765494.126886         -4508754361.63412         -2946557127.574839        4.538007227188766         -4.862809972860173        -14.98698138199145        
10 Apr 1992 15:31:34.000   1277157574.84669          -4509174495.304365        -2947851994.167115        4.537935357521643         -4.862506496008297        -14.98678233502157        
11 Apr 1992 15:31:34.000   1277549649.356007         -4509594602.761378        -2949146843.563225        4.537863466136523         -4.86220318527273         -14.98658332286174        
12 Apr 1992 15:31:34.000   1277941717.653018         -4510014684.019564        -2950441675.766209        4.537791554476188         -4.861900041956218        -14.9863843463284         
13 Apr 1992 15:31:34.000   1278333779.736037         -4510434739.093439        -2951736490.779181        4.537719624004809         -4.861597067217449        -14.98618540617298        
14 Apr 1992 15:31:34.000   1278725835.603501         -4510854767.997616        -2953031288.605312        4.537647676193578         -4.861294262135637        -14.98598650310514        
15 Apr 1992 15:31:34.000   1279117885.253976         -4511274770.746798        -2954326069.24784         4.537575712508502         -4.860991627729959        -14.98578763779944        
16 Apr 1992 15:31:34.000   1279509928.686153         -4511694747.355773        -2955620832.710052        4.5375037344071           -4.860689164955499        -14.98558881089346        
17 Apr 1992 15:31:34.000   1279901965.89885          -4512114697.839408        -2956915578.995294        4.537431743331846         -4.86038687469307         -14.98539002298358        
18 Apr 1992 15:31:34.000   1280293996.890997         -4512534622.212602        -2958210308.10695         4.537359740694965         -4.860084757747174        -14.98519127462102        
